               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 138,            0.042985,            0.036504,                   0,             0.70673,             0.65341,             0.72418,             0.37468,            0.045972,            0.027943,                   0,           0.0032185,           0.0032185,           0.0032185
                 139,            0.041904,            0.035473,                   0,             0.62396,             0.69766,              0.7099,             0.37536,            0.045353,             0.02747,                   0,            0.003169,            0.003169,            0.003169
                 140,            0.041926,            0.034252,                   0,             0.75433,             0.60795,             0.72387,              0.3751,            0.046354,            0.026913,                   0,           0.0031195,           0.0031195,           0.0031195
                 141,            0.042464,            0.035664,                   0,             0.72915,             0.62713,             0.71811,             0.35654,            0.047604,            0.026665,                   0,             0.00307,             0.00307,             0.00307
                 142,            0.042339,            0.035569,                   0,             0.73201,             0.60795,             0.69581,              0.3298,            0.048502,            0.027229,                   0,           0.0030205,           0.0030205,           0.0030205
                 143,            0.041346,             0.03282,                   0,             0.70206,             0.60795,              0.7119,             0.34315,            0.047647,            0.026794,                   0,            0.002971,            0.002971,            0.002971
                 144,            0.042085,            0.033719,                   0,             0.64539,             0.59659,             0.68021,             0.32528,            0.048819,            0.027378,                   0,           0.0029215,           0.0029215,           0.0029215
                 145,             0.04124,            0.031678,                   0,             0.68092,             0.64263,             0.71169,             0.33781,            0.048204,            0.028187,                   0,            0.002872,            0.002872,            0.002872
                 146,            0.041726,            0.034945,                   0,              0.6922,             0.69001,             0.74746,             0.36234,            0.046673,            0.027248,                   0,           0.0028225,           0.0028225,           0.0028225
                 147,            0.040793,            0.033693,                   0,             0.69197,             0.66373,              0.7259,             0.34716,            0.047591,             0.02726,                   0,            0.002773,            0.002773,            0.002773
                 148,            0.041034,            0.034211,                   0,             0.66055,              0.6875,              0.7271,             0.35859,            0.046792,            0.026997,                   0,           0.0027235,           0.0027235,           0.0027235
                 149,             0.04121,            0.035614,                   0,             0.65908,             0.65341,             0.70582,             0.36028,            0.046555,             0.02705,                   0,            0.002674,            0.002674,            0.002674
                 150,            0.041267,            0.033626,                   0,             0.70217,             0.65639,             0.71744,             0.35933,            0.046533,             0.02726,                   0,           0.0026245,           0.0026245,           0.0026245
                 151,            0.041932,            0.034703,                   0,             0.63335,             0.64205,             0.66439,             0.29365,            0.050494,            0.028378,                   0,            0.002575,            0.002575,            0.002575
                 152,            0.041043,            0.033805,                   0,             0.70283,              0.6316,             0.69079,             0.31435,            0.049219,            0.027897,                   0,           0.0025255,           0.0025255,           0.0025255
